3015401,jlove1982,3582,1855,
3016911,marmalade,1023,803,
3041201,MackCollier,40614,745,
3049451,kevjones30,528,1792,
3101211,strixus,1296,1317,
3135661,AMusings,530,1148,
3190401,bobreyes,2735,5001,
3244801,Beaker,25176,3128,
3268121,shelnew19,2143,2167,
3349241,TimFullerton,14751,2347,
3370001,kegill,7655,3567,
3426981,violasong,3764,471,
3455581,pntphoto,158,232,
3497941,owillis,142910,5442,
3502741,matuvu,1471,1638,
3510591,Bertokamus,2649,3675,
3534571,gpublicity1,4401,4530,
3630501,dgelles,18724,3292,
3632161,omyword,2530,4995,
3639301,pegobry,24822,1206,
3647641,echolalia,553,1623,
3657871,octaviorojas,7489,3308,
3669221,FocusCatalyst,1131,1505,
3669751,jdilillo,995,655,
3669911,geekaren,964,5002,
3746491,Broad,962,547,
3747001,arjache,581,314,
3840981,momblogger,26630,3051,
3841271,ceo_dentsurg,644,1027,
3888351,fox6now,86976,1993,
3926511,jborrego,1226,1138,
3952661,TucsonStar,79673,4632,
3952791,DavidPoland,11137,759,
3969351,Felicea,11500,2074,
4035141,susiebright,17362,4114,
4049531,DraeganWayne,89,221,
4067801,dernjg,731,503,
4068821,godfree,17547,1074,
4073591,yceli,456,895,
4093441,marcellam,7446,3894,
4113191,Sunless_K,965,1491,
4121301,KZambon,1266,1524,
4179471,amgoforth,423,4106,
4185591,grenadine,2361,4589,
4233671,chasrmartin,4258,4994,
4244221,SabrinaSpiher,1096,1396,
4341601,Linds_Zolna,3296,5001,
4425611,Lanie_Lou,102,432,
4432431,Rotary,337148,9291,
4450541,rowast,2018,3441,
4503491,jason_pontin,28517,1976,
4507521,swell,6641,5896,
4515891,jmguardia,7041,5659,
4524501,tonyocruz,30858,1604,
4528691,AdrienneRoyer,2926,967,
4534551,arunram,1391,1352,
4537361,sanjaymehta,626,1649,
4574161,pmcg,419,3167,
4579901,samcharrington,19079,2593,
4592271,rollins,411,776,
4764341,naeros,145,113,
4834601,haljosgeo,330,374,
4898091,FinancialTimes,6956016,870,
4904651,scottstead,1842,1485,
4916981,sweetpavement,2243,2351,
4926541,ashponders,3079,2166,
4937061,lizditz,9527,10416,
4987661,isomer,478,611,
5014231,rahul_bahuguna,455,1575,
5052241,david1watson,50,395,
5054721,socalmom,12479,10224,
5147041,Xtal,900,1305,
5200341,rsrirams,405,501,
5385802,Firni,5095,5561,
5392522,NPR,8739344,68696,
5413742,actual_anna,458,468,
5440292,pizzaexpoparty,69,231,
5477342,wa8dzp,1691,1347,
5502442,singletary,103,364,
5514802,BrianGriffiths,2367,661,
5516892,SageRagnar,1300,4999,
5529162,atomly,1368,974,
5539902,JeffQuinton,4921,5387,
5540022,nezza,127,334,
5548282,paulagent,2500,2442,
5563952,ogalinski,2027,2056,
5603772,valjean00,317,1362,
5639692,nettaP,3039,2093,
5641772,waltonkate,30510,5236,
5643402,smaine,483,1334,
5658792,WindAddict,1431,1208,
5738952,kenburbary,16160,17517,
5741722,nprpolitics,3078449,96175,
5751952,myfox8,144934,402,
5755302,rorycmitchell,537,1249,
5760032,Kirti,909,595,
5778702,DaikonForTurnip,33016,35592,
5794002,haprho,28,245,
5800042,lastres0rt,1292,2445,
5814072,miss_slothrop,153,85,
5843742,amireal,525,260,
5849252,rcrockett,3267,4584,
5851102,darthrami,621,814,
5864232,WGAL,129556,219,
5871672,RohanV,25018,5738,
5878352,spazm,461,469,
5884152,a20261,108,465,
5891212,sengfoo88,2192,1666,
5912072,nallstedt,1765,2459,
5914172,ChrisRossini,4940,665,
5920532,Delta,1596022,38619,
5931862,craasch,3610,2161,
5946652,MarilynM,1860,2623,
5953552,newint,42876,15275,
5990222,armintaipei,195,105,
5993012,sceaterian,358,652,
6002282,ThisByrdTweets,2009,3463,
6021882,jazzkat,228,1332,
6043922,Becs,5125,3141,
6073052,Aontaithe2021,1307,4821,
6073352,zzyzx,9427,212,
6107302,syawal,2815,4999,
6114542,davitydave,14591,12430,
6130302,vesatormanen,159,133,
6134882,dwnews,487703,688,
6159632,cattwalks,88,323,
6174712,DanJCass,6532,2363,
6194482,TechPreacher,2160,966,
6236872,modhousewife,355,447,
6268872,KeithMillsD7,5544,3653,
6269982,philippe_h_r,194,1267,
6271312,PMCC,674,3320,
6312272,lproven,1340,922,
6323932,Tinu,40844,23673,
6326912,vogon,6043,1006,
6328572,juliarosen,4301,979,
6330492,statto,4747,2282,
6356272,Nish67,5408,2539,
6361512,FGoria,43944,531,
6369552,tindle,1619,1282,
6373972,skubagurl,48,98,
6401522,SabrosaPurr,1045,1226,
6419632,caseyayers,2449,1822,
6426042,cyrusk,2539,2829,
6427012,neeraj,3452,429,
6433472,CBCNews,3086917,1245,
6440202,dietsch,2915,2351,
6460032,explorelife,11936,13030,
6463042,sidin,220539,3624,
6466912,arjunghosh,3024,4827,
6483962,manipande,774,458,
6499252,cliothemuse,504,1861,
6509832,CNNnews18,4588116,409,
6529442,reverendentity,1804,2622,
6530322,anondiver,176,969,
6571232,kittydoom,559,392,
6577642,usnews,158107,714,
6606662,browndamon,4457,534,
6608642,action_jay,1921,2141,
6611482,peterpham,40180,5280,
6617982,TheTee73,75,71,
6628702,chacal_lachaise,1864,4883,
6644402,miss_farin,948,782,
6660222,llworldtour,6210,3228,
6671412,casey_robertson,346,786,
6721192,awhitis,1331,1634,
6724252,kerpen,61692,330,
6725982,jusiper,1056,4806,
6735142,sthelenscouncil,20560,379,
6749452,aidanodr,951,3902,
6754182,amylbloom,560,1005,
6781372,snookie918,179,676,
6814452,bisu,790,339,
6842112,koat7news,105025,370,
6872422,28481k,3386,5000,
6892002,wbir,181465,947,
6899972,kcline,5204,1825,
6930292,HughG16,550,2246,
6937842,malcolmjheflin,515,356,
6942422,HeraldTribune,55507,840,
6946462,Kirkland,440,585,
6954312,arqueonautis,891,4273,
6955662,nevinlyne,840,662,
6959082,TimesLIVE,1569235,949,
6973982,kathleenhessert,11539,10437,
6977272,delagoya,1644,2748,
7007182,laurengail,83,520,
7009662,IPreferPi314,1830,594,
7014922,tolusomolu,1970,4998,
7032682,tripst3r,396,374,
7036192,thiagorsr,1461,1774,
7048432,colas,6956,1636,
7059882,jean9nes,362,521,
7099112,lruettimann,66943,14342,
7101952,mugwump2,945,954,
7110432,aglimme,242,569,
7141302,conz,23046,949,
7153612,Neoryder,472,2256,
7155852,kressaty,1500,347,
7160062,svaksha,274,1596,
7167002,tcrichard,67,189,
7177892,ceeller,855,309,
7192652,millermenagerie,96,400,
7228352,theluckyman,5697,6190,
7228882,etymon,539,894,
7242402,bgluckman,6634,2169,
7248362,waweru,5708,6040,
7258072,csolorzanoe,6466,1837,
7268242,un1crom,813,2391,
7280452,maeveynot,797,470,
7301112,lgw4,614,587,
7304322,inkgrrl,2258,5000,
7313362,chicagotribune,1127793,412,
7334062,ExistentialEnso,5936,2451,
7347952,ChrisLaker,3206,1226,
7352782,roger_mexico,270,357,
7365972,jmsunico,791,1588,
7366112,bkmondal,12,121,
7366572,kiai,177,351,
7385622,aaronwall,63817,16,
7395552,adityasood,7008,2306,
7399852,sugandh,5530,1179,
7406262,TheOklahoman_,109512,319,
7410792,jonjones,21352,3109,
7413692,themarialima,714,550,
7417202,stevendamron,513,871,
7424492,cobaltmale,3144,4988,
7447702,voidref,230,306,
7448382,iMaheshS,271,304,
7526892,dominiccampbell,23675,11390,
7542702,slickdeals,229152,887,
7558752,erichhartmann,1789,1902,
7563802,timyu,1119,259,
7612242,KPLR11,32883,440,
7621902,sjarvis,401,414,
7623352,Peady,4459,4978,
7663702,fox32news,151780,835,
7692892,Vogie,221,754,
7696282,Casey_Bretti,1570,4995,
7703052,mactavish,4483,4986,
7712702,Guillermolo,1838,56,
7720532,sgulati,1557,1206,
7723482,shaunak,663,815,
7729762,nikanth,594,426,
7741912,sirkentnorton,1149,2721,
7744592,TODAYshow,4237878,7913,
7749152,BBWolfeVox,1915,2086,
7754052,MikeCP,2322,172,
7765802,AllisonMY,1756,4815,
7780982,MikeRoe,7402,7611,
7792312,killyosaur,58,474,
7825642,kathyf,1748,1457,
7851422,DianePatterson,539,758,
7886432,svflybynight,29,215,
7922582,accrete,946,973,
7934312,blackjack75,1022,263,
7938382,talula04,60,300,
7960412,sopdet,807,484,
7983812,khead,291,474,
7990982,marymac,12038,4795,
7998482,usatodayDC,213815,837,
8010542,styrohome,1953,2532,
8015612,alephh,311,64,
8030192,atlauren,559,602,
8032062,henryaj,386,353,
8033862,filth_waste,1486,382,
8069292,debinithaca,979,1841,
8104382,MarvWasHere,311,735,
8129032,PRAISETRIUNEGOD,9104,9418,
8159022,dks,1242,2111,
8162302,jackmason,1487,1556,
8175372,sethg,1646,731,
8197942,SBSNews,430098,933,
8216772,denverpost,453378,819,
8250252,thekarachikid,7891,554,
8251602,KrittyAnn27,1022,1018,
8262682,seldear,203,186,
8274072,TeriLussier,2047,1266,
8283682,moneimpress,103606,3148,
8288392,gemko,12869,82,
8291822,oscarfrass,2277,3859,
8297472,scribbler9,1092,483,
8306282,plainy,1106,1031,
8329282,DJGummikuh,219,144,
8344522,VALERIEin140,18353,8447,
8369312,bisquiat,814,497,
8381832,dougpete,13523,4816,
8383592,Poynter,219357,2017,
8446102,Danto,1401,1134,
8450132,supermarina,329,587,
8452302,earlpatrick,451,507,
8462572,paultantk,9889,2222,
8474572,craigsfire,525,75,
8526952,CanadiensFan,3757,3729,
8534362,kwestin,12777,1335,
8537112,titlecharacter,938,526,
8538352,alvrod,893,319,
8546332,mydogwontbite,741,742,
8557402,krazyd0h,228,1840,
8576852,hackuna,348,1767,
8606802,shiftynj,175,246,
8619542,leftboomer,3147,4993,
8622162,GautamGhosh,24225,805,
8634382,KitiaraTomsen,546,860,
8680922,heccbrent,2812,2057,
8701122,ebenizaa,198,117,
8716442,jadewalker,4657,5042,
8730462,maiphoang,1661,944,
8736882,globeandmail,1891379,756,
8743302,rhh,4448,2005,
8748922,RLRottman,405,719,
8805502,FredBrajtman,559,522,
8818742,kanimozhi,44533,4489,
8826002,eean,2373,1237,
8834252,autumnshade,15515,1015,
8854622,wvgazettemail,62209,597,
8859092,PressHerald,94484,1162,
8861452,newburyportnews,4382,97,
8861712,freehawk,2389,4989,
8919672,rvcx,177,142,
8922082,samanthamarie,2730,229,
8923982,parvateezam,793,5001,
8933042,mukulneetika,1517,805,
8960722,dailyherald,43528,524,
8973142,RTEbusiness,47337,556,
8996632,eranschau,683,1391,
9013682,sdague,1330,712,
9020932,ErieNewsNow,16809,81,
9058802,cellytron,783,731,
9063512,dahunt1962,575,257,
9063952,lilith2u,2880,3423,
9100032,reppep,440,98,
9126922,kcmpls,1422,997,
9130702,starsandstripes,251718,476,
9218282,phisite,1730,880,
9218762,FranklinH3000,2691,1937,
9229672,fox5ny,125192,466,
9229732,FOX9,148097,701,
9284692,TallDavid,1845,3167,
9284742,naligee,172,242,
9327602,Porcupine,133,426,
9339772,lile,286,1970,
9355842,xalfeed,511,0,
9358582,Altair77,617,517,
9376172,srubenfeld,6344,1015,
9385212,Sblendita,230,780,
9390202,textualdeviance,901,108,
9397732,Razarumi,519643,7104,
9425292,merrijane,1731,1761,
9462092,minxsie,409,588,
9477512,planetrans,11176,12143,
9481282,Suhaila,810,458,
9532792,DRandall,1880,2349,
9533622,packthecool,1660,287,
9542972,PIX11News,79630,2755,
9544952,fox43,82124,1138,
9566612,jim_burney,580,605,
9598912,michaelrxs,260,554,
9599342,felixge,10705,1638,
9601512,KPBSnews,70006,3827,
9611402,DragoNYC,1082,3327,
9616062,10News,177539,15082,
9627102,FOX61News,141956,852,
9634812,WAMCNews,6630,842,
9648652,FOXLA,285060,15894,
9651842,CBS21NEWS,63868,1092,
9659742,integerpoet,205,244,
9665892,EboMike,4872,5181,
9692612,WITN,40574,26,
9710522,jeromearmstrong,1358,783,
9724732,tmaher,267,250,
9726032,careyz,1297,4998,
9731332,scarletto,2903,1682,
9752512,sajidnizami,4887,146,
9753892,rgrokett,161,512,
9763482,NYDailyNews,803644,861,
9774252,subatomic,2180,521,
9783422,Newsy,74510,1899,
9787692,bibliotaku,2265,1419,
9807472,skybits,752,1780,
9820242,Captivate,3658,602,
9825432,gordonpreece,754,1036,
9837072,blackjackjoe,816,892,
9840442,polyglot84,864,2461,
9859172,dcm,735,662,
9866242,GregLee,722,674,
9883342,samuelgil,16212,1815,
9898272,DrJoanVinallCox,2711,2317,
9907172,NECN,99736,315,
9917302,magee,552,1151,
9944552,transatlantic,4097,950,
9948722,VaActiveAngels,1309,135,
9961892,GrahamChastney,836,832,
9970992,andreintheflow,1184,1455,
9979202,rmpbs,7518,1165,
10006962,LarryPerson,344,1233,
10025982,azfamily,261495,290,
10032502,HenryFordNews,16433,2348,
10053702,ooooops,173,226,
10055102,cblake,1067,252,
10058312,NONfinis,117,372,
10062732,vasocreta,405,1550,
10067912,uc,480,6,
10070422,dantesmithg,391,617,
10133202,ralph_friedman,559,1248,
10138662,beccanalia,4075,5000,
10171562,hisnameisren,91,183,
10175412,coldair,273,335,
10178322,NunoSarandes,1194,1977,
10183222,maraxush,1211,326,
10212922,Harry_Jerry,8411,968,
10215212,NHSuk,563208,5288,
10221312,scottlay,9393,6321,
10259522,shelterisland90,166,761,
10284402,twotrees,1974,1957,
10291642,benefritz,1230,299,
10319952,Nerfzilla,3323,4842,
10332552,Sandra_Gulland,7350,5196,
10338902,chrissandoval,802,490,
10359172,patlee,1253,542,
10400902,cdorobek,8065,8266,
10409622,thedextazlab,1896,2535,
10433782,mercnews,253454,1785,
10446452,yuweiquan,468,1376,
10451672,shaboom,10386,8824,
10454222,gavinquinlan,1282,3354,
10469252,zekte,221,62,
10472332,russellcoleman,70,100,
10495532,TaniaArpa,1184,817,
10517152,rmonitor,292,285,
10539322,bmoore,488,4823,
10551242,nspeaks,925,734,
10552072,kozo2,1046,864,
10564992,hanax1776,285,666,
10643242,TimBond,1174,1563,
10648962,seattlepi,186690,26312,
10652272,bhuto,1827,1125,
10652312,mulia,7507,1387,
10661622,videocrime,1390,3298,
10673142,amolado,711,646,
10675442,RobCFisher,925,657,
10680632,timestribune,40168,152,
10687392,bombscribe,2600,3243,
10708822,jeffress,433,1514,
10720262,dokeefe,860,4987,
10720882,morpheo,1870,3978,
10722372,FOX13Memphis,144109,977,
10743142,a5972s,222,407,
10753312,PrinceJvstin,6287,2117,
10765052,areyoulistening,335,1108,
10768182,jrolle,407,1186,
10783522,sirenamel,2095,2083,
10791272,graindesable,25,215,
10796702,blawgher,508,1234,
10799642,walternatez,3520,4990,
10877172,sayvil,311,989,
10894222,mojin,2653,1070,
10913702,anjuls,665,1997,
10936562,petergruetter,323,213,
10940002,realestatejen,605,1088,
10971102,jacopogio,1737,774,
10971472,stroz,1271,637,
10973142,LttleGel,3907,2159,
10982332,carissav,655,715,
10989502,RajOPositive,441,797,
11001312,ziarian,51,366,
11002622,gbcmars,418,2544,
11031692,gsw7,163,474,
11039482,dmgerbino,8763,8234,
11061962,AlTag,121,272,
11066612,JDawsonTweets,1697,2381,
11067082,LunaticSX,1002,528,
11076222,linville,1283,4945,
11136302,jessilva,695,2586,
11153642,doofusdan,502,2032,
11162812,rlbates,3544,292,
11170072,CurseYouKhan,3064,4504,
11176782,strategiclee,2545,3322,
11184512,baynesa,316,1828,
11190652,chengg1978,114,645,
11201062,loudam,3,13,
11265832,FOX2now,243290,1754,
11284752,mkdotam,4985,2059,
11301842,juananguerrero,1548,156,
11308402,lovebob,4093,5002,
11309842,danielle819,37,227,
11319362,Manu_V,415,1457,
11333452,lady_pistons,319,411,
11336872,GAScubaBum,8683,8689,
11342242,UrsulaV,36162,673,
11344002,bluknight,1812,2143,
11392912,jasonemiller,1270,519,
11394562,dcjohnson,4127,4445,
11395202,anguinea,84,381,
11433152,nsj,17873,5138,
11444822,mathiaseichler,2365,1311,
11530232,imfai,3015,1505,
11560052,AimIessFriend,3300,953,
11563162,arlm,1123,2653,
11567702,eastboston,1064,3706,
11569382,macsmail,187,666,
11578612,msburbeck,30,297,
11586452,mrpotter,2119,668,
11609152,KRIS6News,62122,600,
11611902,jeffroberson,438,687,
11612722,heraldleader,71449,10863,
11619072,itsameericle,103,257,
11629262,derryck,163,423,
11647642,jlmorrison,190,314,
11672202,Jennif,109,163,
11680312,kenyanpundit,400032,1906,
11685102,AshBeeFRY,1086,450,
11694452,drub0y,991,791,
11695892,DILIPtheCHERIAN,55987,872,
11699272,MargHamp,6357,6383,
11724882,zannerina,3041,3780,
11740172,charlesjaco1,8136,2179,
11741322,earthefree,337,1781,
11744152,yashar,773154,28418,
11758902,payamd,913,1763,
11763132,crgonzalez,2542,1919,
11783502,StephenGutowski,35788,1157,
11787442,ScootyPoofJr,230,1500,
11799232,michaelaye,568,450,
11809452,jsende,1669,2319,
11812642,jasonpiscia,910,1021,
11856422,NBCNewsHealth,1023966,883,
11856892,MeetThePress,656373,446,
11872502,mebhaskardas,6345,5203,
11881302,bigtkirk,3241,4972,
11899422,ass2dregnlmngr,272,718,
11946722,ApothecaryJeri,9360,10081,
11977562,sarb,3466,2588,
11982802,OrleansCaRaised,2546,5002,
12001532,kmfalk,1252,2878,
12003862,jakolien,3803,63,
12010892,lesmorgan,2461,637,
12028102,mattgenovese,802,808,
12032542,jim12957,584,197,
12047152,mlisse,477,207,
12105072,otherlisa,3941,3387,
12136922,Kimberly__SRB,5679,5143,
12153632,wkfong,138,2772,
12253402,imjohnrogers,2108,1011,
12262672,CornwallLive,63739,5757,
12294132,hazem_awad,1621,984,
12298942,marigolds,1555,593,
12331442,deraven,347,364,
12331802,Jenk3,333,287,
12356412,tehamy,799,917,
12373612,screenwindow,1298,4553,
12381712,loghound,676,706,
12382862,probablykate,328,508,
12413032,chronicle,285476,1575,
12413892,13NewsNow,141031,1985,
12431762,olaf_alex,442,606,
12441022,yugenro,381,1393,
12452472,sam_zone,293,333,
12470902,wafflejuice,384,99,
12475032,jay6018,4949,4561,
12581102,Rebis02,344,1067,
12591732,raywatts,14449,4369,
12620712,JeffHarpell,103,247,
12635682,IronyMeter,1223,524,
12645352,JoshDaws,3044,910,
12646132,GarethRedmenKop,626,762,
12653722,leaderpost,67219,81,
12663042,scj,26999,794,
12673222,93wibc,31012,1779,
12685312,thuyten,238,868,
12691002,BaileyMcC,2679,2106,
12698052,duckish,281,180,
12726482,rfilmyer,565,667,
12731222,Isegoria,1037,181,
12738892,wcnc,223404,6721,
12749292,jeffreyquah,263,788,
12762342,thedaily,14792,803,
12786022,barryhennessy,919,964,
12804832,islandpacket,14367,1173,
12807482,kansasdotcom,60505,3293,
12841472,kingrat,931,306,
12855702,sherylem,540,776,
12864992,judlew,2312,3050,
12877012,jalefkowit,750,1100,
12896172,littlebytesnews,20910,12981,
12896242,cdlamoureux,1220,2819,
12903462,NiteStar,3706,2196,
12909552,MarkLGoldberg,16079,4515,
12916102,MsWZ,4434,4938,
12919082,RachelPerrone,4086,2228,
12944952,laaabaseball,1552,1240,
12962522,Scotladywriter,6327,6037,
12964542,remixtures,2683,3564,
12981432,alexlist,584,2737,
12996252,garethwatts,444,741,
13000162,Edgarcialonso,2072,1574,
13028322,craignewman,15159,12990,
13058782,wmnfnews,6699,2297,
13060492,sbharti,960,2217,
13061662,thackshaw,1017,249,
13061692,dforth,245,683,
13102242,BrianYoung,1329,479,
13111552,wibw,39981,467,
13115682,azcentral,399354,625,
13117042,WHSVnews,38067,478,
13129172,ehs90,71,726,
13165482,Lightrider,918,1310,
13166642,nicoletranger,321,811,
13218102,JohnCornyn,303835,12088,
13224322,drseltsam,146,380,
13228132,andrewflood,7463,1502,
13265132,abc3340,234706,851,
13281812,jukommerce,695,731,
13311832,dr_pete,68797,1552,
13388022,porusv,284,1232,
13407012,stopsatgreen,4042,241,
13414992,s2rt,441,1122,
13432452,cybik,552,425,
13443742,Argentum729,1058,1175,
13464102,arrafiq,2600,586,
13472812,joshourisman,835,690,
13477832,mwgass,437,263,
13493142,glfceo,12100,7922,
13498792,grabill,2735,596,
13513622,alephnaught,1098,1295,
13524272,detodosmoles,29,15,
13544232,JeffHReynolds,3147,3936,
13552132,NeilMakhija,3370,973,
13557562,wheezemd,3918,797,
13567742,jfleck,9952,2683,
13568912,BevanWhitfield,6544,5066,
13575602,aparnamuk,4647,5109,
13586022,dikkii,1741,1944,
13588692,mathur_1,414,1880,
13614082,dipikabh,406,785,
13616942,Abhishek_Rai,1149,223,
13642052,bdmesq,25,1498,
13680362,gregseitz,2340,1306,
13686822,acserrano,4294,2340,
13691782,b0yle,39071,3443,
13697342,anderpants,51,142,
13716222,ashishmaharishi,2019,442,
13748412,ktsmurf,404,933,
13753532,FuMikechu,4687,5154,
13762452,publiceye_ch,9600,2033,
13776792,eschwartzberg,2486,3000,
13794412,_nathanjordan,803,2893,
13795612,billypuntove,504,161,
13829742,Dafrosty,1255,2471,
13888182,martin_strauss,303,1389,
13896552,globalnewsto,239220,194,
13918492,fox5dc,312802,5953,
13926542,BSULibrary,3247,1309,
13955432,ShutUpAndrosky,23189,1207,
13957012,CmdrJonty,1289,553,
14006642,zapoteco,1057,2596,
14013672,alexamouyel,1254,249,
14016032,CDReed,1613,4133,
14028272,jzgervais,1044,567,
14048901,jilliancyork,65292,3695,
14049972,marklaporta,75,135,
14050593,mskakala,795,12,
14051666,DanielGafford,343,585,
14051880,scubapoet,509,1228,
14052029,alanou,418,497,
14052448,sorenharrison,507,2595,
14052669,csweet,1206,4865,
14053449,jere7my,979,158,
14054810,Roddykat,650,712,
14056810,BCBSLA,7615,798,
14060216,simon_elliott,3288,4967,
14062705,hummeline,910,665,
14063679,starlinex,7895,3892,
14065803,elsbet,2051,1563,
14066035,Merz,6392,5629,
14071276,andresbarreto,23199,4420,
14072704,DJBawlzy,4022,4949,
14075651,neofreddy,211,836,
14075981,gelles,21647,2052,
14076823,pacneil,136,417,
14079548,jdegra,1969,2655,
